StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,block_1_prolific_ID,block_2_check#1_1,block_2_check#2_1,block_2_check#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,block_2_sf_dn,block_2_nh_dn,block_2_fh_dn,block_2_ph_dn,block_2_att_check,block_2_att_check_5_TEXT,block_2_how_far_1,Q229#1_1,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,block_2_sf_db,block_2_nh_db,block_2_fh_db,block_2_ph_db,Q237,Q237_5_TEXT,Q238_1,Q218#1_1,Q218#2_1,Q218#3_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,block_2_sf_cn,block_2_nh_cn,block_2_fh_cn,block_2_ph_cn,Q226,Q226_5_TEXT,Q227_1,Q207#1_1,Q207#2_1,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,block_2_sf_cb,block_2_nh_cb,block_2_fh_cb,block_2_ph_cb,Q215,Q215_5_TEXT,Q216_1,block_3_ease_of_proc,block_3_lang_underst,block_3_life_change,block_3_which_change,block_4_age,block_4_gender,block_4_cons_lib,block_4_english_lang,block_5_hurry,block_5_no_reading,block_5_distracted,block_5_study_about,block_5_seen_this,block_5_influence,block_5_feedback
2022-07-06 03:52:12,2022-07-06 03:59:02,IP Address,90.242.121.34,100,409,True,2022-07-06 03:59:02,R_1FrIwgR5wit3pWy,,,,,53.4365,-1.354,anonymous,EN,5dc5ea2db8a4b0464ba15b0a,,,,,,,,,,,,,,,,,,,,,,,,,,,July,13,2022,0,0,60.015,0,This isn't something that I'm particularly interested in so probably wouldn't choose to do it but would select a book based on the cover and make sure there was somewhere quiet at home to read it in order to concentrate on it,lots of preparation would be required starting now so I'd make a list of what needs to be done and start working through it immediately. Realistically the preparation would start a long time before now as a lot of sorting out of 'stuff' would be required. The day would be quite stressful making sure everything works as it should and that things have their correct places,"chill out, relax and enjoy family time.
Lots or preparation before to make sure we take everything we need and plan where to go and what to do","house would need to be organised in advance with lots of shopping, cleaning, preparation. Again make a list and make sure everything organised in advance and family members know their roles",Thursday next week,,4,,,,,,,,,,,,,,Extremely easy,6,No,,43,Female,"Moderate, middle of the road",Yes,2,2,Not at all,don't know,no,no,no
2022-07-06 03:51:57,2022-07-06 03:59:14,IP Address,131.251.253.166,100,437,True,2022-07-06 03:59:15,R_qLuGS6xIlPZXea5,,,,,51.4866,-3.1549,anonymous,EN,5c3de0bdde04ad0001d8df22,,,,,,,,,,,,,,,2023,0,0,60.108,0,I plan to read Hitch hikers guide to the galaxy in the next year,"I am currently actively looking for a new home and ""doing up"" my current home to sell. I hope to move closer to my family but still within 30-minute travel distance to work and my partner's house. I hope to move out of the city and into more country side","I tend to go on holiday with my family every year, this year we went to north wales. Next year we will probably try and travel south where it is more likely to be warm and sunny. We may even brave going outside of the UK now the covid restrictions have been lifted.","I most likely will not host a party at my home, due to the fact I hate hosting. Maybe I will have a housewarming gathering if we move in the year.",Next year,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,30,Female,Slightly conservative,Yes,2,2,Not at all,Language used when discribing the future,no,no,no
2022-07-06 03:52:21,2022-07-06 03:59:44,IP Address,86.154.81.212,100,443,True,2022-07-06 03:59:44,R_2XimtSwwu1UGgho,,,,,51.518,-0.0459,anonymous,EN,5c4b85a1dccaa800016b4821,,,,,,,,,,,,,,,2023,0,0,60.035,0,"I am not really a fan of science fiction, but am not totally against it, so there may be a slight possibility that I will be reading a science fiction book next year; I am trying to read more often and read more widely as well. ","This is not very likely, although I am thinking of moving into a new home maybe in the year after instead. Which means I am likely to be going house hunting this time next year. ","Since the start of the pandemic, I have not really had a chance to go on holiday on my family, so will definitely hope to go on holiday with them next year! It will be great to go somewhere in Asia, although to be fair anywhere relaxing with decent weather will be nice. ","I am not a particularly good party host, so this is not very likely to happen next year- I am also quite reluctant to welcome people to my home, as we do not have a lot of space.",Next year,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,24,Female,Slightly liberal,Yes,Never,Never,2,time travel,No,No,No
2022-07-06 03:51:09,2022-07-06 03:59:49,IP Address,208.127.197.240,100,520,True,2022-07-06 03:59:52,R_AB3Y84rExbgD8bf,,,,,51.2887,-0.7957,anonymous,EN,5cbf7efc33c9c70017d49c79,June,30,2023,0,0,60.039,0,"I've just finished a fantastic book! I highly recommend it if you love science fiction. It was recommended to me by one of my friends in the writing group and I'm so glad I listened because I haven't read anything like it before. It's very space-opera-ish but I love that vibe, and there's plenty of action and thrills and mystery to keep everyone engaged.",Wish me luck! I move into my new house on the 30th. We've got almost everything packed up but there's always bits that hide away and you only find last minute. Really looking forward to this new place - it's a bit more expensive but we will both have plenty of space and it'll be so nice to start afresh.,Looking forward to going away with everyone! It will lovely to catch a break and get some respite after such a hectic year. I can't wait to get into the sea and swim around and just be so warm and relaxed and comfortable. Hope you're all packed up!,Hope you're all ready to have some fun fun fun! Hopefully the rain will hold off and we can barbecue in the garden but otherwise the house is ready and we've got loads of snacks. Please bring some booze with you - we have some but there's always room for more haha! Can't wait to see you all and party until the early hours!!,June 30th next year,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,Yes,Graduation,28,Female,Very liberal,Yes,Never,Never,2,Planning ahead,No,No,Don't think so
2022-07-06 03:53:18,2022-07-06 04:00:03,IP Address,5.151.90.34,100,405,True,2022-07-06 04:00:04,R_2SCBeI4j8WD5Qmw,,,,,51.4866,-3.1549,anonymous,EN,5e41789e3f75e5000c5bb11a,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.011,0,I would be reading these throughout the day for a research project I am working on,is unlikely for me as I am comfortable in my current home,"is also unlikely as my family lives in a different country, however, my family here are my friends and I am likely to spend time with them on Thursday after work",will not be ideal as I am working on Friday and will have to present work to my supervisors which I will have to put together on Thursday evening ,Thursday next week,,13,,,,,,,,,,,,,,Slightly difficult,6,No,none,22,Female,"Moderate, middle of the road",Yes,2,Never,Not at all,Im not sure what you are researching with this information,no,no,no
2022-07-06 03:55:18,2022-07-06 04:00:03,IP Address,109.145.22.122,100,285,True,2022-07-06 04:00:04,R_3Jkmm3OFF6M9hi0,,,,,51.898,-0.6338,anonymous,EN,6146e94d72e78c1a6fcc2eab,,,,,,,,,,,,,,,2023,0,0,60.048,0,"I started this great new book, it's a sci-fi set in the future and it's really gripping. Plus it's part of a series so I've got way more to read.","I finally managed to get myself a mortage and move into my own home! No more renting, my own place that I can do whatever i want with.",I'm so excited to go away with you guys again this year. Our trip to Kenya last year was amazing and even though this year is a bit more low key I'm still super excited.,I can't wait to have everyone over for a house warming party. Its gonna be nice to catch up with people I've not seen in a while and get to play hostess,Next year,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,6,No,,28,Female,Liberal,Yes,2,Never,Not at all,Seeing how well people can imagine events a year from now.,No not really.,No,
2022-07-06 03:47:56,2022-07-06 04:00:53,IP Address,82.8.206.19,100,776,True,2022-07-06 04:00:53,R_2b133UQJJB4nhvk,,,,,53.4003,-2.2154,anonymous,EN,5acb92e9e1099600016ad073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.012,0,I will be relaxing by enjoying a book. The book will be in the sci fi genre and probably will be a science fiction classic.,"I intend to relocate and settle into a new house. This will involve packing up and moving furniture, as well as familiarising myself with the new home.",I will be taking a break from work and going away with close family. I look forward to having the opportunity to relax and explore a new area.,I will be socialising by hosting a house party. This will give me the chance to spend time with friends and family. There will be music and food.,Next week,,3,Slightly difficult,Understood completely,No,Not applicable,34,Female,Conservative,Yes,Never,Never,Not at all,Your perception of future events ,No,Possibly thinking about my week ahead may have influenced the description task. ,Not applicable 
2022-07-06 03:53:07,2022-07-06 04:01:25,IP Address,82.26.254.47,100,498,True,2022-07-06 04:01:26,R_T5gU7QSW5Q0Mal3,,,,,50.478,-3.5182,anonymous,EN,5e2b3472339bae18089f9c6d,,,,,,,,,,,,,,,2023,0,0,60.117,0,I think this would be unlikely as i am not a fan of this genre of books. However I think if I was to do this I would be on holiday and reading something that has been on TV or a series that I have watched.,"Saving for a deposit, happiness for moving into a new home, creating spreadsheets, organising moving trucks. Building ikea furniture, painting, decorating, new bathroom and new kitchen.","Saving money to go on an abroad holiday. Relaxing, travelling to the airport, getting through security. Knowing that the holiday is fully paid.","I believe so, inviting all my friends and family. Organising decorations and food. Preparing the garden for an outdoor party, mowing the lawn and putting a gazebo up",Next year,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly difficult,5,No,,26,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,peoples ability to look at their future selves and events,no ,no,no
2022-07-06 03:54:07,2022-07-06 04:01:34,IP Address,193.62.218.79,100,446,True,2022-07-06 04:01:34,R_8jHObSBijFbwJqN,,,,,51.3503,-0.2014,anonymous,EN,5eafe830cf726802582beaa7,June,30,2023,0,0,60.205,0,"My mind will process the story in a different way, new experiences in the coming year will mould my perception and interpretation of any books I read in the future.",I think this is unlikely as we have just moved. This would be quite a drastic change.,"I will be a bit older, reading new types or styles of books. Perhaps I will have a new hobby that I will engage with on holiday.",We will have a similar group of friends with potentially new faces attend a party next year. Perhaps some friends I will have lost contact or fell out with. Our home will look a bit different with some newly decorated rooms.,Next year,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately difficult,Understood completely,Yes,Marriage proposal,28,Male,Liberal,No,2,Never,3,Describing and imagining future events.,,,
2022-07-06 03:51:20,2022-07-06 04:01:43,IP Address,94.10.196.137,100,623,True,2022-07-06 04:01:43,R_PCM9zvY2oJ525bz,,,,,51.4604,-2.7555,anonymous,EN,5e8753cc28aacd3abe3bc37a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.01,0,Reading a science fiction book will be a novel experience because although I am a keen reader I rarely read science fiction.,Moving is a daunting experience but after waiting so long it will be good to finally complete the move so next week cannot come soon enough.,At last it has arrived. We cannot wait to get away on our break with the family and relax and enjoy some sunshine.,It will be good to have some friends round again and relax have some food and a few drinks and catch up on all their news.,Next week,,8,Slightly difficult,4,No,,66,Male,"Moderate, middle of the road",Yes,2,Never,4,Not sure - how we look ahead?,No,No,No
2022-07-06 03:54:30,2022-07-06 04:02:00,IP Address,165.225.199.105,100,450,True,2022-07-06 04:02:01,R_PApxSmivegFhIw9,,,,,53.5039,-2.1959,anonymous,EN,62a88c6cf4b960f6690c7647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.027,0,I'm not sure how I like science fiction. It's a little bit too out there for me but i'll give it a go and see if I enjoy it ,"We've finally managed to purchase our forever home. It's got 4 bedrooms, a kitchen island and a playroom. It's not too far from the allotment too which is great! ",Holidays with family are quite stressful but it's nice to have the additional childcare for a period of time and spending time with people after a rough couple of years ,We're having a digger bbq for the little ones birthday. Everything is coordinated with the theme and i've bought the food from the local butcher ,Next week,,2,Moderately easy,5,No,,33,Female,Slightly liberal,Yes,Sometimes,Never,3,I'm not sure ,No ,no ,Give a little more info as to what it's about? 
