StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q178,Q4#1_1,Q4#2_1,Q4#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,list_cn,reading_cn,army_cn,clothes_cn,apple_cn,tree_cn,carpeting_cn,house_cn,room_cn,rent_cn,houseplants_cn,door_cn,voting_cn,tree_cn,personality_cn,toothbrusing_cn,test_cn,greeting_cn,temptation_cn,eating_cn,garden_cn,car_cn,cavity_cn,child_cn,doorbell_cn,attention check,attention check_5_TEXT,Q61_1,Q167#1_1,Q167#2_1,Q167#3_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,list_dn,reading_dn,army_dn,clothes_dn,apple_dn,tree_dn,carpeting_dn,house_dn,room_dn,rent_dn,houseplants_dn,door_dn,voting_dn,tree_dn,personality_dn,toothbrushing_dn,test_dn,greeting_dn,temptation_dn,eathing_dn,garden_dn,car_dn,cavity_dn,child_dn,doorbell_dn,Q101,Q101_5_TEXT,Q102_1,Q117#1_1,Q117#2_1,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,list_cb,reading_cb,army_cb,clothes_cb,apple_cb,tree_cb,carpeting_cb,house_cb,room_cb,rent_cb,houseplants_cb,door_cb,voting_cb,tree_cb,presonality_cb,toothbrushing_cb,test_cb,greeting_cb,temptation_cb,eating_cb,garden_cb,travelling_cb,cavity_cb,child_cb,doorbell_cb,Q147,Q147_5_TEXT,Q148_1,Q165#1_1,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,list_db,reading_db,army_db,clothes_db,apple_db,tree_db,carpeting_db,house_db,room_db,rent_db,houseplants_db,door_db,voting_db,tree_db,personality_db,toothbrushing_db,test_db,greeting_db,temptation_db,eating_db,garden_db,car_db,cavity_db,child_db,doorbell_db,Q180,Q180_5_TEXT,Q181_1,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46,Q47,Q48,Q62,Q171,Q173,Q176,Q177,Q49,Q52,Q63,Q56,Q58,Q59,Q60
2022-05-13 11:02:08,2022-05-13 11:08:10,IP Address,92.40.172.170,100,361,True,2022-05-13 11:08:10,R_3dSnxyQupWDI3VV,,,,,51.4964,-0.1224,anonymous,EN,5d53182ac93322000116f939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.014,0,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Getting fresh vegetables,Following a map,Going to the dentist,Using simple words,Moving a finger,Next week,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,Very much so,5,Not at all,Very much so,2,4,Not at all,Extremely easy,Understood completely,No,,46,Female,Conservative,Yes,2,Never,Not at all,Not sure,No,No,
2022-05-13 10:56:58,2022-05-13 11:08:49,IP Address,188.12.159.116,100,710,True,2022-05-13 11:08:50,R_1H6tOxQipUpllAN,,,,,41.0945,14.1031,anonymous,EN,6018534e0c293609da7a8f8e,May,19,2022,0,0,60.195,0,Getting organized,Gaining knowledge,,,,,,,,Maintaining a place to live,,Putting a key in the lock,,,Answering questions,Preventing tooth decay,Showing ones knowledge,Saying hello,Showing moral courage,Getting nutrition,,,,,,Thursday next week,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,6,Not at all,5,5,4,5,Slightly difficult,3,No,,41,Male,Very liberal,Yes,2,2,2,how much thought individuals put into their planning,no,no,no
2022-05-13 10:59:13,2022-05-13 11:08:51,IP Address,37.228.239.81,100,577,True,2022-05-13 11:08:52,R_24x8ZN2kpmYaJR3,,,,,53.2963,-6.1304,anonymous,EN,60ff0285154e9a89d9116b02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.007,0,Getting organized,Following lines of print,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,Showing moral courage,Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Moving a finger,June 30th next year,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,5,Not at all,5,6,5,4,Neither easy nor difficult,5,No,,25,Male,Slightly liberal,Yes,Sometimes,Never,5,Analyzing the language people use when thinking to themselves about the future.,No,"I wouldn't say so, no.",I don't.
2022-05-13 10:57:59,2022-05-13 11:08:57,IP Address,99.242.76.133,100,658,True,2022-05-13 11:08:58,R_3sczkRUzwzZPZt2,,,,,42.9515,-81.3386,anonymous,EN,60fda481a96c200924ca0ea9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.019,0,Writing things down,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Showing ones knowledge,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Seeing if someones home,Next year,,6,3,4,4,2,Not at all,6,5,6,Not at all,Moderately easy,Understood completely,No,,21,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,I think this study was about how individuals plan for future events and the sequence of their actions,I have never seen a task like this before,I don't feel like anything I did during the study could have influenced me at a later point,No
2022-05-13 11:02:02,2022-05-13 11:09:18,IP Address,68.80.139.85,100,436,True,2022-05-13 11:09:19,R_DkjHLRhXqgAoc3n,,,,,40.2626,-75.6151,anonymous,EN,5e07b64554ff2311819e6a02,May,20,2022,0,0,60.022,0,Writing things down,Following lines of print,Helping the Nations defense,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Thursday next week,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,6,Not at all,4,4,3,4,Moderately easy,6,No,,30,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,decision making,"yes, same process",no,no
2022-05-13 11:01:22,2022-05-13 11:09:23,IP Address,188.31.204.9,100,480,True,2022-05-13 11:09:23,R_sFfA5CDHj0GWd0Z,,,,,52.5674,-2.0333,anonymous,EN,60cb64b3a10f0d8cdadc721d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,34.6,34.6,60.063,1,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Using a yard stick,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,"Saying ""no""",Getting nutrition,Getting fresh vegetables,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Next year,,18,6,5,6,5,Not at all,6,Not at all,5,Not at all,Extremely easy,Understood completely,No,,38,Female,Conservative,Yes,Never,Never,Not at all,Being a literal thinker or not,No,No,No
2022-05-13 11:00:39,2022-05-13 11:09:35,IP Address,99.232.120.76,100,535,True,2022-05-13 11:09:35,R_11dx414bR4p0Bu7,,,,,43.9228,-78.9412,anonymous,EN,5d9eca6b3155090014a83a82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,8.208,17.672,60.083,2,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Writing a check,Watering plants,Securing the house,Influencing the election,Holding on to branches,Answering questions,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Seeing if someones home,Next week,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,5,Not at all,5,6,6,4,Moderately easy,Understood completely,No,n/a,56,Female,Liberal,Yes,Never,Never,2,How people manage and plan events ,"No, I have not",No,No
2022-05-13 11:01:51,2022-05-13 11:09:47,IP Address,31.205.146.17,100,475,True,2022-05-13 11:09:47,R_VOxVQ2TOh2XhaWB,,,,,53.3793,-1.4602,anonymous,EN,60c096329cd62a123e65c1cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.123,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Using a yard stick,Showing ones cleanliness,Applying brush strokes,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Chewing and swallowing,Planting seeds,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,June 30th next year,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,Not at all,5,4,4,4,Slightly difficult,Understood completely,Yes,I'm trying to change jobs and move in with my boyfriend.,27,Female,Slightly liberal,Yes,2,Never,2,About whether planning and thinking about the future affects how we think about our actions,Not really,I'm not sure? maybe thinking about the future made me think about actions more in terms of their results than the mechanical actions?,It's an interesting thought experiment :)
2022-05-13 11:01:14,2022-05-13 11:10:09,IP Address,92.238.215.173,100,535,True,2022-05-13 11:10:09,R_2yg75trBuCF3em0,,,,,51.443,-0.3295,anonymous,EN,5eece84ffa9a8a0d03e16fbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.028,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Writing a check,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,Next week,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,Not at all,6,3,2,Not at all,Moderately easy,5,No,,44,Female,Slightly liberal,Yes,Sometimes,Never,2,How I see things,No,No,No
2022-05-13 10:57:23,2022-05-13 11:10:10,IP Address,160.226.235.92,100,766,True,2022-05-13 11:10:10,R_1E1cOwHFmw4SzpX,,,,,-29.1252,26.163,anonymous,EN,606968fc4633f8b94786a4c8,May,19,2022,0,0,60.139,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Moving a brush around in ones mouth,Showing ones knowledge,Showing friendliness,"Saying ""no""",Chewing and swallowing,Getting fresh vegetables,Seeing the countryside,Going to the dentist,Teaching a child something,Moving a finger,Thursday next week,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,3,4,6,6,5,4,Extremely easy,Understood completely,No,,25,Male,"Moderate, middle of the road",No,Sometimes,2,6,traveling,No,imagining about next week Thursday ,No
2022-05-13 11:00:17,2022-05-13 11:10:30,IP Address,151.24.221.46,100,612,True,2022-05-13 11:10:30,R_RRM0CPXfIELxF1T,,,,,41.8904,12.5126,anonymous,EN,60fdef558b926ecb4de631cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.117,0,Writing things down,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Writing a check,Watering plants,Securing the house,Marking a ballot,Getting a good view,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Getting fresh vegetables,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,June 30th next year,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,Very much so,5,Not at all,6,6,6,Not at all,Moderately easy,Understood completely,Yes,Moving a significant distance away again,26,Male,Very liberal,Yes,Never,Never,Not at all,How people think about specific things. Maybe something about physical literal thoughts vs more freeform big picture thinking. ,"Not really. I've done some tasks on different ways of thinking about things, but not in this same layout.",Thinking long term big picture about my future may have made some of my answers less about the physical thing being mentioned.,Nope
2022-05-13 10:58:51,2022-05-13 11:10:38,IP Address,102.250.6.129,100,706,True,2022-05-13 11:10:38,R_1GwXxJvLQXaEC4z,,,,,-25.7599,28.2604,anonymous,EN,5f45f6591d2bed2170be6c38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,22.237,47.473,60.048,2,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Going to the dentist,Using simple words,Seeing if someones home,Next year,,12,6,5,6,2,Not at all,6,5,6,Very much so,Neither easy nor difficult,Understood completely,No,,27,Female,"Moderate, middle of the road",No,2,Never,Not at all,Thinking about the future,No ,It made me think about the future plans for next year,None
2022-05-13 11:02:22,2022-05-13 11:11:39,IP Address,150.143.149.231,100,556,True,2022-05-13 11:11:39,R_2rkFBpqvYUYWcPN,,,,,51.4964,-0.1224,anonymous,EN,610e5239f868e87f3b5a6087,May,19,2022,0,0,60.007,0,Writing things down,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Writing a check,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Saying hello,Showing moral courage,Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,Thursday next week,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,2,6,6,Not at all,6,5,Not at all,Not at all,Extremely easy,Understood completely,No,,22,Female,"Moderate, middle of the road",Yes,Sometimes,Never,3,A study on perception. Glass half full/empty ,I have not,No,I think travelling a week into the future doesn't change how you perceive things.
2022-05-13 11:06:07,2022-05-13 11:11:46,IP Address,216.55.216.236,100,338,True,2022-05-13 11:11:46,R_1CasU9K6isoO7Tn,,,,,49.8966,-97.2404,anonymous,EN,611c852a4b18971c1cb9cf1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.111,0,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Getting fresh vegetables,Following a map,Going to the dentist,Using simple words,Seeing if someones home,June 30th next year,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,4,3,5,5,5,2,Moderately easy,Understood completely,Yes,graduating school and getting a job,26,Female,Conservative,No,Never,Never,Not at all,perception of abstract thought,no,no,no
2022-05-13 11:01:42,2022-05-13 11:12:59,IP Address,86.42.148.55,100,676,True,2022-05-13 11:12:59,R_XvQFWJXT6yxaprj,,,,,52.0702,-9.0694,anonymous,EN,5f3e93f29d16470d6b8928e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.127,0,Writing things down,Following lines of print,Signing up,Removing odors from clothes,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Moving a brush around in ones mouth,Answering questions,Showing friendliness,Showing moral courage,Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Moving a finger,Next year,,16,5,4,6,5,2,5,2,3,2,Neither easy nor difficult,5,No,,52,Male,Slightly liberal,Yes,4,Never,5,How attentive a person is in relation to tasks that are far in the future,No,No,No
2022-05-13 10:56:25,2022-05-13 11:13:16,IP Address,122.56.232.29,100,1011,True,2022-05-13 11:13:16,R_3I5WszT9vwYex6L,,,,,-36.8506,174.7679,anonymous,EN,5ddc2f1f45fb05b81ca70344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,23.991,23.991,60.116,1,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Writing a check,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,Showing moral courage,Getting nutrition,Getting fresh vegetables,Following a map,Going to the dentist,Teaching a child something,Moving a finger,Next week,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,5,Not at all,Not at all,5,6,Not at all,Extremely easy,Understood completely,Yes,"Going hiking with a group of strangers followed by starting a new job. Finishing the new house, getting ready to move into it. ",48,Female,Liberal,Yes,2,Never,Not at all,There was the question about voting followed by a demographic question at the end that asked about political leanings. I suspect this may be about likelihood or interest in voting. ,Somewhat similar. Get people to focus on something while answering questions about something unrelated. ,Not really. Only the initial instruction to focus on next week. ,I'm liberal but I condemn all political parties. Please don't confuse liberal with meaning voting for the so called liberal party of any given country.
2022-05-13 10:59:14,2022-05-13 11:15:14,IP Address,197.83.253.105,100,959,True,2022-05-13 11:15:14,R_1BX7ULziYcrDOC5,,,,,-29.8556,31.0449,anonymous,EN,60bf58fdf814d2c749a35458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.014,0,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Making the room look nice,Putting a key in the lock,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,Next year,,4,6,4,4,3,2,5,5,5,3,Slightly difficult,Understood completely,Yes,starting a business,33,Male,Slightly conservative,Yes,2,Never,Not at all,feeling about the future,no,no,no
2022-05-13 11:07:44,2022-05-13 11:20:04,IP Address,69.39.119.79,100,740,True,2022-05-13 11:20:05,R_qVLDIMVFnfZVorL,,,,,43.4937,-70.4914,anonymous,EN,615327ab3d238b032366a545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.622,0,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,June 30th next year,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,3,Not at all,3,4,5,2,Slightly difficult,Understood completely,Yes,The birth of another child in the fall,31,Female,Conservative,Yes,Never,Never,2,I think it was to see whether or not participants feel they can actually predict how they will behave in the future,I have seen the presented questions in a study before but I can't remember what it was about,Not that I can think of,No
2022-05-13 10:55:59,2022-05-13 11:20:11,IP Address,5.151.133.91,100,1452,True,2022-05-13 11:20:11,R_tLJSQH1f8uAmsYV,,,,,54.9749,-1.6451,anonymous,EN,5e729511e05cd902cc7699a4,May,19,2022,0,0,60.035,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Getting a good view,Revealing what you are like,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Protecting your teeth,Using simple words,Moving a finger,Thursday next week,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2,3,Not at all,6,Not at all,2,Not at all,Extremely easy,Understood completely,No,,24,Female,Slightly liberal,Yes,2,Never,2,I am intrigued to know more about the aim and purpose of the study ,No ,No,No
